Ship_ID,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Ship_class,Ship_Speed,Ship_Fuel_Level,Ship_crew_count,Ship_Cargo_Weight,Ship_Humidity,Ship_Temperature,Ship_Engine_Status,Ship_activity_log,Ship_Energy_Consumption
2325,5046_01,Earth,TRUE,G/827/S,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Lonnis Spencervan,32286,32088,161182,1125.25,1148,30,15.21,101.6,1220,561
2326,5047_01,Earth,TRUE,G/828/S,PSO J318.5-22,38,FALSE,0,0,0,0,0,Shawne Edwartizman,32359,31030,161182,1100.95,1169.65,30,15.2,101.6,1182,561
2327,5049_01,Earth,FALSE,E/313/P,TRAPPIST-1e,26,FALSE,13,1,0,8,765,Gabria Batestonley,32564,29367,161182,1081.15,1150,30,15.18,101.59,1176,561
2328,5053_01,Europa,,A/46/P,TRAPPIST-1e,42,TRUE,2,722,0,1035,368,Aludrab Confring,30441,30023,161182,1124.9,1170,30,15.1,101.59,1194.1,561
2329,5054_01,Mars,FALSE,F/962/S,TRAPPIST-1e,57,FALSE,1337,0,0,1080,0,Reats Part,34319,32065,161182,1147.3,1170,30,15.03,101.59,1225,561
2330,5055_01,Earth,TRUE,G/815/P,TRAPPIST-1e,38,FALSE,0,0,0,0,0,Fayen Hodgesss,34296,32940,161182,1129.9,1211,30,15.04,101.58,1225,561
2331,5056_01,Mars,FALSE,F/1029/P,TRAPPIST-1e,23,FALSE,663,392,6023,4,0,Weres Chen,34271,32270,161182,1122.45,1203.05,30,15.05,101.57,1268,561
2332,5056_02,Mars,FALSE,F/1029/P,55 Cancri e,32,FALSE,38,0,1423,0,0,Ockies Chen,33115,32384,161182,1182.65,1280.5,30,15.2,101.56,1288.9,561
2333,5066_01,Earth,FALSE,F/1031/P,TRAPPIST-1e,15,FALSE,0,43,2837,6,140,Millie Kinson,33533,33489,161182,1203.45,1258.55,30,15.35,101.56,1288,561
2334,5071_01,Earth,FALSE,F/1032/P,TRAPPIST-1e,41,FALSE,,1478,0,,3,Stance Keithunts,35511,35444,161182,1199.25,1271.1,30,15.48,101.56,1296.1,561
2335,5075_01,Earth,FALSE,,TRAPPIST-1e,19,,0,5,716,0,0,Line Yatters,37475,36318,161182,1203.55,1270.25,30,15.6,101.55,1282.75,561
2336,5077_01,Mars,FALSE,F/1034/P,TRAPPIST-1e,26,FALSE,830,33,1030,3,29,Beris Tirt,36932,36659,161182,1219.3,1266,30,15.6,101.54,1285,561
2337,5078_01,Earth,FALSE,G/819/P,PSO J318.5-22,,FALSE,1627,0,0,110,0,Ferry Coffmaney,38138,38138,161182,1225.1,1270.05,30,15.6,101.53,1295,561
2338,5079_01,Mars,TRUE,F/968/S,TRAPPIST-1e,20,FALSE,0,0,0,0,0,Froops Dal,39250,37446,161182,1221.95,1274,30,15.72,101.52,1296.35,561
2339,5081_01,Earth,FALSE,F/1035/P,TRAPPIST-1e,19,FALSE,1171,1460,0,36,0,Deandy Gamberson,38887,38076,161182,1194.5,1285.3,30,15.84,101.52,1290,561
2340,5082_01,Europa,FALSE,C/197/S,TRAPPIST-1e,30,FALSE,2019,1686,129,99,933,Sadar Pernised,46185,45167,161182,1194.85,1252.5,30,15.77,101.52,1272.05,561
2341,5086_01,Mars,TRUE,F/971/S,TRAPPIST-1e,58,FALSE,0,0,0,0,0,Mon Fort,46470,43881,161182,1212.5,1257.1,30.03,15.7,101.52,1311.45,599
2342,5086_02,Mars,FALSE,E/327/S,TRAPPIST-1e,17,FALSE,55,0,994,0,0,Muew Fort,44899,44188,161182,1221.9,1325,30.05,15.56,101.52,1361,599
2343,5092_01,Earth,FALSE,F/974/S,TRAPPIST-1e,,FALSE,7,0,703,66,0,Megany Medington,47877,46425,161182,1487.3,1350,30.08,15.41,101.52,1399.5,599
2344,5094_01,Earth,TRUE,G/822/P,PSO J318.5-22,19,FALSE,0,0,0,0,0,Idarry Rilley,47491,46392,161182,1340.1,1279.6,30.1,15.11,101.52,1296,599
2345,5094_02,Earth,FALSE,F/1037/P,55 Cancri e,20,FALSE,0,68,31,167,381,Lilly Rilley,47115,47115,161182,1299.05,1261.1,30.13,14.81,101.51,1282,599
2346,5096_01,Mars,FALSE,F/975/S,TRAPPIST-1e,54,FALSE,1108,0,53,496,0,Chrey Colte,48697,46347,161182,1265.15,1235,30.15,14.75,101.5,1290,599
2347,5096_02,Mars,FALSE,E/328/S,TRAPPIST-1e,21,FALSE,542,0,1222,98,484,Harz Colte,47944,47201,161182,1298.2,1272.15,30.18,14.69,101.49,1315.25,599
2348,5098_01,Earth,FALSE,F/976/S,TRAPPIST-1e,44,FALSE,0,83,0,68,586,Mistie Kellyons,49207,49072,161182,1324.1,1300,30.21,14.84,101.49,1306,599
2349,5098_02,Earth,TRUE,,PSO J318.5-22,11,FALSE,0,0,0,0,0,Sonald Kellyons,52141,51016,161182,1342.95,1290,30.23,14.98,101.49,1320,599
2350,5098_03,Earth,TRUE,G/832/S,55 Cancri e,2,FALSE,0,0,0,0,0,Delody Kellyons,51676,50937,161182,1359.05,1292.6,30.26,14.76,101.49,1300,599
2351,5099_01,Earth,FALSE,F/1040/P,TRAPPIST-1e,20,FALSE,1330,0,,0,49,Brie Alldson,55887,54627,161182,1327.5,1190,30.28,14.55,101.49,1215,599
2352,5100_01,Mars,TRUE,F/977/S,TRAPPIST-1e,50,FALSE,0,0,0,0,0,Gone Cle,56069,55673,161182,1337.15,1207,30.31,14.15,101.49,1225,599
2353,5101_01,Earth,FALSE,F/978/S,TRAPPIST-1e,27,FALSE,0,91,945,0,0,Herry Woodwardy,57533,48968,161182,1365.9,1207.2,30.33,13.75,101.49,1232,599
2354,5102_01,Earth,FALSE,F/1041/P,PSO J318.5-22,28,FALSE,0,0,3,654,0,Gaylah Andackson,54205,45291,161182,1399.2,1230,30.36,13.4,101.5,1263,599
2355,5107_01,Earth,FALSE,F/1042/P,TRAPPIST-1e,33,FALSE,1449,0,0,0,0,Winia Lerez,48835,47214,161182,1387.9,1250,30.38,13.06,101.5,1299,599
2356,5110_01,Mars,TRUE,D/155/S,55 Cancri e,23,FALSE,0,0,0,0,0,Scers Khaf,49709,47094,161182,1369.3,1292.5,30.41,12.71,101.49,1340,599
2357,5113_01,Earth,FALSE,G/836/S,TRAPPIST-1e,22,FALSE,0,0,0,889,0,Gleney Patthews,47180,44455,161182,1453.95,1304,30.44,12.36,101.48,1320.05,599
2358,5114_01,Mars,TRUE,F/979/S,TRAPPIST-1e,44,FALSE,0,0,0,0,0,Waffes Chnie,46345,45269,161182,1462.1,1290.1,30.46,12.25,101.48,1343.95,599
2359,5117_01,Mars,FALSE,E/318/P,TRAPPIST-1e,45,,458,0,838,0,3,Mos Pashe,46194,43242,161182,1492.7,1306,30.49,12.14,101.49,1324.5,599
2360,5118_01,Europa,FALSE,B/198/S,55 Cancri e,20,FALSE,,2988,0,419,106,Mares Calian,45160,45115,161182,1484.35,1321,30.51,11.97,101.49,1338,599
2361,5119_01,Mars,FALSE,E/319/P,TRAPPIST-1e,26,FALSE,6,0,1041,,0,Wafox Sin,49612,47229,161182,1473.8,1293.25,30.54,11.8,101.49,1317,599
2362,5121_01,Earth,,G/826/P,TRAPPIST-1e,18,FALSE,0,0,19,746,5,Ireen Hermanapp,48416,48274,161182,1467.2,1263.6,30.56,11.68,101.5,1276,599
2363,5123_01,Earth,FALSE,F/1043/P,PSO J318.5-22,21,FALSE,742,0,15,0,0,Chesty Deckerry,50522,47657,161182,1435.45,1252.25,30.59,11.56,101.5,1320,599
2364,5131_01,Europa,FALSE,B/172/P,55 Cancri e,26,FALSE,,5824,0,327,1508,Alchib Bendembly,48527,46543,161182,1420.45,1290,30.62,11.54,101.5,1294,636
2365,5131_02,Europa,TRUE,B/172/P,55 Cancri e,55,FALSE,0,0,0,0,0,,48899,47258,161182,1411.35,1275.05,30.64,11.53,101.5,1318,636
2366,5134_01,Mars,FALSE,E/329/S,TRAPPIST-1e,24,FALSE,1347,0,1,2,7,Cakes Homin,48919,48919,161182,1444.45,1293.35,30.67,11.51,101.5,1310,636
2367,5135_01,Earth,FALSE,F/1047/P,TRAPPIST-1e,27,FALSE,0,0,70,2026,13,Herina Willynnedy,51174,49506,161182,1464.85,1268,30.69,11.4,101.5,1282.65,636
2368,5139_01,,FALSE,F/1048/P,55 Cancri e,18,FALSE,231,508,594,0,585,Bonya Goodson,52273,51982,161182,1474.5,1270,30.72,11.28,101.51,1276.9,636
2369,5141_01,Mars,TRUE,F/1049/P,TRAPPIST-1e,20,FALSE,0,0,0,0,0,Anack Gene,54824,53291,161182,1434.75,1275.1,30.74,11.31,101.51,1350,636
2370,5143_01,Earth,FALSE,F/985/S,TRAPPIST-1e,31,FALSE,0,820,16,29,2,Garyan Emenez,55963,54485,161182,1445.95,1275.1,30.77,11.34,101.51,1317,636
2371,5147_01,Earth,FALSE,G/842/S,TRAPPIST-1e,37,FALSE,5,0,849,0,0,Therie Moorez,57821,55377,161182,1412.05,1050,30.79,11.28,101.51,1135,636
2372,5149_01,Europa,FALSE,B/173/P,PSO J318.5-22,37,TRUE,0,16963,0,11483,5220,Dhenar Slowatic,57343,56218,161182,1406.2,1082.1,30.82,11.22,101.51,1100.05,636
2373,5149_02,Europa,TRUE,B/173/P,55 Cancri e,57,FALSE,0,0,0,0,0,Muons Slowatic,61221,59302,161182,1383.9,1082.25,30.85,11.36,101.52,1091.95,636
2374,5150_01,Mars,TRUE,F/987/S,TRAPPIST-1e,39,FALSE,0,0,0,0,0,Chones Bush,59267,55393,161182,1397.6,1085.3,30.87,11.5,101.52,1122,636
2375,5153_01,Earth,TRUE,G/843/S,TRAPPIST-1e,20,FALSE,0,0,0,0,0,Sadine Hinetthews,55841,53555,161182,1399.25,1120.1,30.9,11.68,101.52,1149,636
2376,5155_01,Mars,FALSE,F/1053/P,TRAPPIST-1e,18,FALSE,85,0,683,570,0,Heep Tité,56826,54529,161182,1381.8,1130.1,30.92,11.85,101.53,1148.7,599
2377,5159_01,Europa,FALSE,B/174/P,55 Cancri e,29,TRUE,47,2914,0,,259,Zedasim Rupeet,58893,54254,161182,1370.1,1108.05,30.95,11.9,101.53,1137,599
2378,5159_02,Europa,FALSE,B/174/P,55 Cancri e,31,FALSE,0,837,0,1,4102,Okulas Rupeet,57850,56644,161182,1359.25,1125,30.97,11.94,101.53,1155,599
2379,5164_01,Europa,TRUE,C/201/S,55 Cancri e,27,FALSE,0,0,0,0,,Menchah Reeddommy,58332,58213,161182,1436.75,1118.1,31,12.22,101.52,1148.1,599
2380,5164_02,Europa,TRUE,,TRAPPIST-1e,43,FALSE,0,0,0,0,0,Shamak Reeddommy,58310,56006,161182,1465.9,1135,30.95,12.51,101.52,1168.9,599
2381,5168_01,Earth,FALSE,F/1055/P,TRAPPIST-1e,,FALSE,0,0,27,1358,0,Tany Carverson,57518,54288,161182,1475.7,1102.6,30.9,12.78,101.52,1119,561
2382,5169_01,Mars,FALSE,,55 Cancri e,32,FALSE,679,138,4,359,0,Fes Buthe,54512,53471,161182,1452.25,1115.1,30.85,13.06,101.53,1156,561
2383,5172_01,Earth,FALSE,G/833/P,TRAPPIST-1e,19,FALSE,0,180,712,0,886,Armen Fielsenders,54710,52514,161182,1400.95,1130,30.79,13.32,101.54,1184.4,636
2384,5178_01,Earth,FALSE,F/992/S,TRAPPIST-1e,50,FALSE,171,537,37,0,3,Stelly Mcfaddenson,52727,50857,161182,1399.55,1170,30.74,13.59,101.54,1209,599
2385,5183_01,Earth,FALSE,F/993/S,TRAPPIST-1e,19,FALSE,0,0,717,0,0,Anda Gibbsonton,51683,51580,161182,1490.4,1191.6,30.69,13.72,101.54,1220,636
2386,5189_01,Europa,FALSE,A/63/S,55 Cancri e,44,FALSE,0,2175,0,25,,Alathim Dratembid,55138,54243,161182,1537.85,1180,30.64,13.86,101.55,1248,561
2387,5191_01,Europa,FALSE,D/157/S,TRAPPIST-1e,49,FALSE,0,291,0,1320,2092,Sadirk Conpressen,55975,55071,161182,1640.3,1229,30.59,13.78,101.56,1250,599
2388,5195_01,Europa,FALSE,C/161/P,55 Cancri e,30,FALSE,4,92,2488,2182,1210,Alkaida Quelfly,55948,55139,161182,1651.7,1240,30.54,13.71,101.56,1262,599
2389,5200_01,Earth,FALSE,F/996/S,TRAPPIST-1e,41,FALSE,824,0,0,0,47,Dessie Crayeson,57750,57252,161182,1645.15,1241.05,30.49,13.82,101.56,1245,538
2390,5203_01,Europa,FALSE,C/162/P,55 Cancri e,34,FALSE,0,7492,25,1116,3,Okulam Trashifus,58930,57726,161182,1616.8,1156,30.44,13.92,101.57,1274,494
2391,5203_02,Europa,TRUE,C/162/P,55 Cancri e,30,FALSE,0,0,0,0,0,Luxion Trashifus,58927,58505,161182,1666.55,1221,30.38,13.78,101.57,1242.3,469
2392,5212_01,Earth,FALSE,G/846/S,PSO J318.5-22,22,FALSE,0,305,148,250,134,Bobara Booness,59099,58869,161182,1735.1,1210,30.33,13.63,101.58,1245,556
2393,5215_01,Europa,FALSE,E/333/S,TRAPPIST-1e,29,FALSE,0,17,0,0,7312,Krabius Irintious,59397,57604,161182,1681.6,1234,30.28,13.74,101.58,1258.95,450
2394,5219_01,Mars,TRUE,F/1001/S,TRAPPIST-1e,32,FALSE,0,0,0,0,0,Sugars Minen,57605,57169,161182,1677.1,1172.3,30.23,13.86,101.59,1190,450
2395,5219_02,Mars,FALSE,F/1001/S,PSO J318.5-22,40,FALSE,162,0,1599,,0,Tifet Minen,58761,57695,161182,1636.6,1117.05,30.18,13.97,101.59,1151.2,513
2396,5222_01,Earth,TRUE,G/847/S,TRAPPIST-1e,50,FALSE,0,0,0,0,0,Delody Dunnisey,59172,57647,161182,1638.35,1145,30.13,14.08,101.59,1180,409
2397,5228_01,Earth,FALSE,G/850/S,PSO J318.5-22,31,FALSE,0,0,0,267,507,Berta Merce,58187,55604,161182,1605.3,1155,30.08,14.29,101.6,1170.5,450
2398,5228_02,Earth,TRUE,G/850/S,55 Cancri e,1,FALSE,,0,0,,0,Milyn Merce,56100,55879,161182,1624.25,1151,30.03,14.5,101.6,1159,769
2399,5231_01,Earth,FALSE,G/851/S,TRAPPIST-1e,30,FALSE,42,2,1565,1961,0,Janee Leton,58327,57808,161182,1617.05,1152,29.97,14.77,101.6,1188,894
2400,5232_01,Europa,FALSE,C/203/S,55 Cancri e,,TRUE,4195,45,0,6298,438,Haldah Extraly,58254,58039,161182,1603.9,1170.05,29.92,15.03,101.61,1200,681
2401,5232_02,Europa,FALSE,C/203/S,55 Cancri e,41,FALSE,0,83,0,3817,1115,Grum Extraly,59846,59290,161182,1520.6,1189,29.87,15.3,101.61,1201,931
2402,5233_01,Mars,FALSE,F/1066/P,TRAPPIST-1e,34,FALSE,224,0,995,0,0,Burbix Bancy,60176,59590,161182,1479.25,1160.05,29.82,15.64,101.61,1174.9,619
2403,5237_01,Mars,TRUE,F/1068/P,TRAPPIST-1e,14,FALSE,0,0,0,0,0,Caks Cooki,59890,59870,161182,1425.4,1175.05,29.77,15.99,101.61,1215,844
2404,5241_01,Earth,FALSE,F/1069/P,55 Cancri e,13,FALSE,1,457,93,23,0,Stelly Logannon,63524,61555,161182,1422.05,1204,29.72,16.56,101.62,1239.85,844
2405,5241_02,Earth,TRUE,G/846/P,PSO J318.5-22,16,FALSE,0,0,0,0,0,Walley Logannon,63075,62209,161182,1436.5,1200,29.67,17.13,101.63,1244.95,844
2406,5245_01,Europa,FALSE,A/48/P,55 Cancri e,25,FALSE,0,2386,0,417,425,Okulus Disheract,63259,60223,161182,1505.85,1210,29.62,17.76,101.64,1223,1306
2407,5259_01,Earth,FALSE,G/857/S,55 Cancri e,17,FALSE,68,5,0,692,81,Francy Mejiamsey,61530,60361,161182,1478.1,1175.05,29.56,18.39,101.64,1182,1306
2408,5261_01,Earth,FALSE,F/1011/S,TRAPPIST-1e,41,FALSE,1673,729,0,,0,Des Heney,60702,52830,161182,1389.75,1165,29.51,19.12,101.64,1178,1306
2409,5263_01,Mars,FALSE,F/1072/P,55 Cancri e,28,FALSE,1431,0,39,3,0,Honjay Sto,56192,54369,161182,1391.6,1150,29.46,19.85,101.64,1185,765
2410,5267_01,Earth,FALSE,G/851/P,TRAPPIST-1e,3,FALSE,0,0,0,0,0,Stance Monsoney,55682,53448,161182,1359.2,1182,29.41,20.4,101.65,1182,765
2411,5267_02,Earth,TRUE,G/851/P,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Lerome Monsoney,56471,53695,161182,1413.65,1148.25,29.36,20.94,101.66,1188.5,765
2412,5267_03,Earth,FALSE,F/1074/P,TRAPPIST-1e,20,FALSE,62,272,1613,88,41,Gerly Monsoney,53857,50584,161182,1482.9,1187,29.31,21.5,101.67,1187,769
2413,5270_01,Earth,TRUE,,PSO J318.5-22,32,FALSE,0,0,0,0,0,Arl Hickson,51740,47715,161182,1527.05,1181.95,29.26,22.06,101.68,1192.1,769
2414,5283_01,Earth,FALSE,G/853/P,PSO J318.5-22,59,FALSE,0,179,225,6,304,Deany Alshipson,51143,48805,161182,1515.2,1176,29.21,22.61,101.68,1210,769
2415,5284_01,Europa,TRUE,E/328/P,TRAPPIST-1e,52,FALSE,0,0,0,0,0,Batares Siveduced,50053,47159,161182,1498.95,1182.55,29.15,23.17,101.69,1208,944
2416,5285_01,Europa,TRUE,C/164/P,TRAPPIST-1e,47,FALSE,0,0,0,0,0,Dyonif Motive,49078,48853,161182,1471.15,1181.05,29.1,23.78,101.69,1201,944
2417,5286_01,Europa,FALSE,D/166/P,55 Cancri e,56,FALSE,,1213,2,3081,24,Chellus Amoutake,54030,53319,161182,1507.1,1175.1,29.05,24.39,101.69,1187.05,944
2418,5289_01,Mars,FALSE,F/1082/P,TRAPPIST-1e,24,FALSE,54,370,725,0,0,Mounch Curie,55037,53888,161182,1510.7,1168.1,29,25.26,101.7,1179.5,944
2419,5293_01,Earth,FALSE,G/855/P,TRAPPIST-1e,13,FALSE,893,0,0,0,0,Annah Carsoning,54858,52418,161182,1534.05,1150,29,26.14,101.71,1190.05,944
2420,5293_02,Earth,FALSE,E/329/P,TRAPPIST-1e,15,FALSE,905,13,43,19,0,Elsane Carsoning,53569,53130,161182,1560.55,1174.1,29,26.93,101.7,1182,944
2421,5294_01,Earth,FALSE,F/1017/S,TRAPPIST-1e,40,FALSE,0,316,121,434,0,Ine Prestonard,57715,57052,161182,1547.75,1179.1,29,27.72,101.7,1210,944
2422,5295_01,,FALSE,B/180/P,55 Cancri e,30,FALSE,710,29,1618,3605,367,Meisa Obedaming,57826,56142,161182,1610.9,1190.05,29,28.31,101.71,1233.8,944
2423,5296_01,Europa,FALSE,C/207/S,TRAPPIST-1e,25,FALSE,0,32,0,2095,692,Sadalm Ininal,56620,56591,161182,1632.55,1212,29,28.9,101.72,1216,944
2424,5302_01,Mars,FALSE,F/1018/S,TRAPPIST-1e,10,FALSE,0,0,0,0,0,Cinst Wooes,57214,53191,161182,1668.85,1200,29,29.42,101.72,1218.1,944
2425,5306_01,Mars,FALSE,F/1020/S,55 Cancri e,28,FALSE,794,0,614,0,0,Coats Mad,53252,52969,161182,1627.85,1195,29,29.94,101.73,1196,806
2426,5306_02,Mars,FALSE,D/160/S,TRAPPIST-1e,36,FALSE,41,0,3509,0,0,Rail Mad,57441,55383,161182,1573.1,1200,29,30.4,101.74,1208,806
2427,5308_01,Earth,FALSE,G/865/S,PSO J318.5-22,12,FALSE,0,0,0,0,0,Regana Mccarveymon,56414,55322,161182,1567.35,1197.85,29,30.87,101.75,1210.25,806
2428,5308_02,Earth,TRUE,G/865/S,TRAPPIST-1e,26,FALSE,0,0,0,0,0,Kene Mccarveymon,57353,56975,161182,1560.35,1210,29,31.26,101.75,1217.3,744
2429,5308_03,Earth,FALSE,G/865/S,TRAPPIST-1e,33,FALSE,0,26,70,0,678,Roydo Mccarveymon,58877,56482,161182,1615.65,1209.2,29,31.64,101.75,1240,1156
2430,5309_01,Europa,TRUE,C/165/P,TRAPPIST-1e,42,FALSE,0,,0,0,0,Brachir Steroot,58251,54071,161182,1683.05,1211.15,29,32.02,101.75,1216.15,944
2431,5311_01,Earth,TRUE,G/858/P,TRAPPIST-1e,31,FALSE,0,0,0,0,0,Evey Tranciams,55847,54609,161182,1663.05,1187,29,32.41,101.75,1192.05,431
2432,5317_01,Earth,FALSE,G/866/S,TRAPPIST-1e,20,FALSE,775,3,0,30,0,Velyne Gibbsonton,56715,49151,161182,1679.7,1196.6,29,32.56,101.76,1205,556
2433,5317_02,Earth,TRUE,G/866/S,55 Cancri e,24,FALSE,0,0,0,0,0,Dord Gibbsonton,49735,46980,161182,1695.6,1184.9,29,32.72,101.76,1212,994
2434,5318_01,Earth,TRUE,G/859/P,TRAPPIST-1e,37,FALSE,0,0,0,0,0,Eliana Coopelandez,49683,48869,161182,1682.1,1204,29,32.88,101.76,1227,994
2435,5318_02,Earth,FALSE,F/1088/P,TRAPPIST-1e,19,FALSE,33,1972,14,0,1,Len Coopelandez,49855,46664,161182,1651.4,1216.15,29,33.03,101.77,1309.7,1328
2436,5319_01,Mars,FALSE,F/1089/P,TRAPPIST-1e,13,FALSE,1082,91,64,0,,Appers Man,46717,43963,161182,1652.3,1310,29,33.36,101.78,1380.7,1328
2437,5321_01,Earth,FALSE,F/1022/S,PSO J318.5-22,23,FALSE,8,0,0,340,310,Ritey Gordanieves,46416,42207,161182,1655.8,1394.65,29,33.7,101.78,1408.15,650
2438,5324_01,Earth,,G/860/P,TRAPPIST-1e,44,FALSE,0,0,0,0,0,Racily Mcbriguez,43488,42368,161182,1672.4,1375.2,29,33.66,101.78,1410,650
2439,5328_01,Europa,TRUE,C/166/P,TRAPPIST-1e,36,FALSE,0,0,0,0,0,Achib Dischod,42945,30681,161182,1633.95,1386.95,29,33.62,101.77,1433,650
2440,5329_01,Earth,FALSE,E/331/P,TRAPPIST-1e,79,FALSE,0,53,0,4,1568,Gory Mclardson,36754,35051,161182,1641.55,1386.75,29,34.15,101.77,1405.5,556
2441,5329_02,Earth,TRUE,G/861/P,PSO J318.5-22,1,FALSE,0,0,0,0,0,Jamela Mclardson,40597,33616,161182,1643.6,1405.1,29,34.68,101.77,1413,508
2442,5329_03,Earth,FALSE,G/861/P,TRAPPIST-1e,12,FALSE,0,0,0,0,0,Joandy Mclardson,37371,35384,161182,1639.7,1340,29,35.02,101.76,1345.1,561
2443,5329_04,Earth,FALSE,G/861/P,TRAPPIST-1e,8,FALSE,0,0,0,0,0,,37531,31227,161182,1668.5,1351,29,35.37,101.76,1375,494
2444,5329_05,Earth,FALSE,,PSO J318.5-22,45,FALSE,0,311,115,4,328,Delley Mclardson,34700,34551,161182,1645.55,1360.1,29,35.1,101.75,1390.15,494
2445,5329_06,Earth,FALSE,G/861/P,TRAPPIST-1e,10,FALSE,0,0,0,0,0,Sandie Mclardson,38796,36581,161182,1631.3,1385,29,34.82,101.74,1400,494
2446,5329_07,Earth,FALSE,G/861/P,TRAPPIST-1e,3,FALSE,0,0,0,0,0,Kariel Mclardson,38393,37906,161182,1643.85,1353,29,35.23,101.74,1359.75,431
2447,5332_01,Earth,FALSE,F/1096/P,TRAPPIST-1e,37,FALSE,24,1361,0,0,0,Dennya Harmontry,39317,37248,161182,1656.4,1350,29,35.64,101.73,1350.1,431
2448,5335_01,Europa,TRUE,A/49/P,55 Cancri e,43,FALSE,0,0,0,0,0,Aldah Moring,38507,34779,161182,1643.9,1342.1,29,36.04,101.72,1364.9,431
2449,5335_02,Europa,TRUE,A/49/P,TRAPPIST-1e,38,FALSE,0,0,0,0,0,Marf Moring,35684,33694,161182,1652.4,1342,29,36.45,101.72,1350,431
2450,5335_03,Europa,FALSE,A/49/P,55 Cancri e,33,FALSE,4781,4132,0,4,39,Steron Pronfraked,34607,33521,161182,1657.8,1317.05,29,36.1,101.72,1319.5,431
2451,5335_04,Europa,FALSE,A/49/P,55 Cancri e,25,FALSE,13,3209,0,24,330,Edark Moring,35659,34242,161182,1610.45,1310,29,35.74,101.71,1318,431
2452,5336_01,Earth,FALSE,F/1097/P,TRAPPIST-1e,42,FALSE,0,3,693,50,0,Toniel Anthompson,37294,35787,161182,1595,1320.05,29,35.68,101.7,1350.25,431
2453,5338_01,Earth,,F/1025/S,TRAPPIST-1e,35,FALSE,0,1046,2,0,0,Eilace Brien,36700,35966,161182,1582.8,1350,29,35.63,101.69,1360,431
2454,5339_01,Europa,FALSE,C/167/P,55 Cancri e,35,FALSE,0,2301,0,302,728,Alcoran Balightal,37599,37244,161182,1598.5,1355,29,35.78,101.68,1380,431
2455,5339_02,Europa,FALSE,C/167/P,TRAPPIST-1e,30,FALSE,0,2895,0,77,26,Bahamin Balightal,39242,35718,161182,1587.65,1309,29,35.93,101.67,1390,431
2456,5339_03,Europa,TRUE,C/167/P,55 Cancri e,33,FALSE,0,0,0,0,0,Marrai Balightal,36880,34900,161182,1573.55,1345.1,29,35.84,101.66,1392,431
2457,5342_01,Earth,FALSE,E/338/S,TRAPPIST-1e,30,FALSE,641,0,0,0,1,Andace Logannon,35539,35305,161182,1544.85,1360,29,35.74,101.66,1390,431
2458,5349_01,Earth,TRUE,G/863/P,PSO J318.5-22,23,FALSE,0,0,0,0,0,Doria Wolferguson,35835,33481,161182,1565.75,1352,28.97,35.86,101.64,1395.1,431
2459,5352_01,Earth,TRUE,G/864/P,,13,FALSE,0,0,0,0,0,Pennie Foledges,33590,31114,161182,1511.35,1362,28.95,35.99,101.63,1371.3,431
2460,5357_01,Europa,TRUE,B/184/P,TRAPPIST-1e,32,FALSE,0,0,0,0,0,Atrino Unpasine,33417,32476,161182,1521.2,1346,28.92,35.64,101.63,1393.1,431
2461,5357_02,Europa,TRUE,B/184/P,TRAPPIST-1e,17,FALSE,0,0,0,0,0,Jihalla Diouselt,37390,35848,161182,1567.8,1370.1,28.9,35.28,101.63,1408.5,431
2462,5357_03,Europa,FALSE,B/184/P,55 Cancri e,37,TRUE,1181,797,0,2490,1,Taban Hoodjuded,36697,36044,161182,1529.4,1399.95,28.87,34.73,101.62,1409,431
2463,5357_04,Europa,FALSE,B/184/P,TRAPPIST-1e,49,FALSE,0,300,0,1822,349,Suhaino Unpasine,37340,34728,161182,1554.3,1390.1,28.85,34.18,101.61,1400,494
2464,5358_01,Europa,FALSE,E/335/P,TRAPPIST-1e,53,FALSE,0,1634,0,1,503,Weion Capplid,35556,34864,161182,1496.85,1392.45,28.82,33.64,101.6,1436,494
2465,5364_01,Earth,TRUE,G/866/P,55 Cancri e,27,FALSE,0,0,,0,0,Patoya Brooke,39017,38757,161182,1513.7,1405,28.79,33.09,101.59,1449.9,494
2466,5369_01,Mars,FALSE,F/1103/P,TRAPPIST-1e,26,FALSE,178,0,1168,0,0,Spros Buche,40427,39609,161182,1520.9,1435.05,28.77,32.74,101.58,1457.9,494
2467,5369_02,Mars,FALSE,D/169/P,TRAPPIST-1e,50,FALSE,2335,2,46,1,0,Crick Buche,40169,38176,161182,1578.9,1460,28.74,32.38,101.58,1478.75,494
2468,5369_03,Mars,TRUE,F/1103/P,55 Cancri e,17,FALSE,0,0,0,0,0,Sunkle Buche,38341,37440,161182,1647.1,1450.15,28.72,32.53,101.57,1453,494
2469,5370_01,Earth,FALSE,G/867/P,TRAPPIST-1e,22,FALSE,0,0,906,,2,Lina Savaraldez,38099,35256,161182,1686.4,1430,28.69,32.68,101.57,1432,513
2470,5371_01,Mars,TRUE,F/1027/S,TRAPPIST-1e,8,FALSE,0,0,0,0,0,Coobix Apple,35855,34933,161182,1666.4,1412,28.67,32.52,101.56,1415.55,513
